event_name,event_date,fight_url,fighter_1_winner,fighter_2_loser,winner_kd,loser_kd,winner_str,loser_str,winner_td,loser_td,winner_sub,loser_sub,weight_class,method,round,time
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",http://www.ufcstats.com/fight-details/ad487d1c6141d90a,Abdul Rakhman Yakhyaev,Brendson Ribeiro,0,0,7,8,2,0,1,0,Light Heavyweight,"SUB

      

        Rear Naked Choke",1,2:52
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",http://www.ufcstats.com/fight-details/fef80c98b2fba70c,Ethyn Ewing,Rafael Estevam,1,0,114,44,0,0,0,0,Bantamweight,"KO/TKO

      

        Punch",3,1:44
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",http://www.ufcstats.com/fight-details/c27bec45d5a29a2c,Tommy McMillen,Manolo Zecchini,1,0,74,20,0,0,0,0,Featherweight,"KO/TKO

      

        Knee",1,3:57
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",http://www.ufcstats.com/fight-details/7924f10aac3543de,Jose Delano,Robert Ruchala,0,0,107,67,0,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",http://www.ufcstats.com/fight-details/0760bc02280574dd,Thomas Petersen,Guilherme Pat,1,0,28,17,0,0,0,0,Heavyweight,M-DEC,3,5:00
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",http://www.ufcstats.com/fight-details/af2a9d47ca8115e4,Alessandro Costa,Stewart Nicoll,1,0,43,47,2,0,0,0,Flyweight,"KO/TKO

      

        Punch",2,4:56
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",http://www.ufcstats.com/fight-details/9c9c26679701b84d,Darrius Flowers,Lando Vannata,0,0,20,27,2,2,1,0,Lightweight,"KO/TKO

      

        Punches",2,0:52
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",http://www.ufcstats.com/fight-details/74bb036ef0493bf7,Alice Pereira,Hailey Cowan,1,0,32,31,0,2,0,0,Women's Bantamweight,"KO/TKO

      

        Knee",2,4:24
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",http://www.ufcstats.com/fight-details/e284a194fb4648a9,Tresean Gore,Azamat Bekoev,0,1,78,70,2,2,1,0,Middleweight,"SUB

      

        Guillotine Choke",3,3:27
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",http://www.ufcstats.com/fight-details/caf13346cbcfdb03,Dione Barbosa,Melissa Gatto,0,0,30,33,3,3,1,0,Women's Flyweight,M-DEC,3,5:00
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",http://www.ufcstats.com/fight-details/a5a749aa0061fdb4,Kai Kamaka III,Dakota Hope,0,1,105,106,0,1,0,0,Lightweight,S-DEC,3,5:00
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",http://www.ufcstats.com/fight-details/4a0db214d9721d6e,Petr Yan,Merab Dvalishvili,0,0,139,134,5,2,0,2,Bantamweight,U-DEC,5,5:00
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",http://www.ufcstats.com/fight-details/dfa692db6d39330c,Joshua Van,Alexandre Pantoja,0,0,2,6,0,0,0,0,Flyweight,KO/TKO,1,0:26
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",http://www.ufcstats.com/fight-details/fbbb9e72900b71f5,Tatsuro Taira,Brandon Moreno,0,0,28,9,1,0,0,1,Flyweight,"KO/TKO

      

        Punches",2,2:24
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",http://www.ufcstats.com/fight-details/1dc29f4c6fcdd356,Payton Talbott,Henry Cejudo,1,0,134,60,3,1,0,0,Bantamweight,U-DEC,3,5:00
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",http://www.ufcstats.com/fight-details/6d6ab10cbaa45e8c,Jan Blachowicz,Bogdan Guskov,1,1,84,80,0,0,1,0,Light Heavyweight,M-DEC,3,5:00
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",http://www.ufcstats.com/fight-details/c797b58d85c840a4,Manuel Torres,Grant Dawson,1,0,9,8,0,0,0,0,Lightweight,"KO/TKO

      

        Punch",1,2:25
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",http://www.ufcstats.com/fight-details/b3d2ac2244e4f791,Chris Duncan,Terrance McKinney,1,0,38,31,1,0,1,0,Lightweight,"SUB

      

        Anaconda Choke",1,2:30
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",http://www.ufcstats.com/fight-details/2417cc7bc1eea75b,Maycee Barber,Karine Silva,0,0,55,21,3,2,0,0,Women's Flyweight,U-DEC,3,5:00
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",http://www.ufcstats.com/fight-details/10a57b983e59f727,Fares Ziam,Nazim Sadykhov,1,0,31,4,2,0,2,0,Lightweight,"KO/TKO

      

        Punches",2,4:59
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",http://www.ufcstats.com/fight-details/3c683da1924b6c44,Brunno Ferreira,Marvin Vettori,0,0,77,88,1,1,0,0,Middleweight,U-DEC,3,5:00
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",http://www.ufcstats.com/fight-details/7af407397532f7cf,Jalin Turner,Edson Barboza,2,0,39,10,0,0,0,0,Lightweight,"KO/TKO

      

        Punches",1,2:24
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",http://www.ufcstats.com/fight-details/ea660db65bfa998f,Iwo Baraniewski,Ibo Aslan,2,1,22,30,0,0,0,0,Light Heavyweight,"KO/TKO

      

        Punches",1,1:29
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",http://www.ufcstats.com/fight-details/964ea1777695851b,Mansur Abdul-Malik,Antonio Trocoli,0,0,2,3,1,0,1,0,Middleweight,"SUB

      

        Guillotine Choke",1,1:09
UFC 323: Dvalishvili vs. Yan 2,"December 06, 2025",http://www.ufcstats.com/fight-details/40fa4f8b4b93884e,Mairon Santos,Muhammad Naimov,1,0,27,18,0,0,0,0,Featherweight,"KO/TKO

      

        Punches",3,0:21
UFC Fight Night: Royval vs. Kape,"December 13, 2025",http://www.ufcstats.com/fight-details/a5a81a39ccf9b680,Manel Kape,Brandon Royval,1,0,17,17,0,0,0,0,Flyweight,"KO/TKO

      

        Punches",1,3:18
UFC Fight Night: Royval vs. Kape,"December 13, 2025",http://www.ufcstats.com/fight-details/24bb03f0a3415fbe,Kevin Vallejos,Giga Chikadze,1,0,20,12,0,0,0,0,Featherweight,"KO/TKO

      

        Spinning Back Fist",2,1:29
UFC Fight Night: Royval vs. Kape,"December 13, 2025",http://www.ufcstats.com/fight-details/d000cb692343cdcd,Cezary Oleksiejczuk,Cesar Almeida,0,0,14,12,6,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Royval vs. Kape,"December 13, 2025",http://www.ufcstats.com/fight-details/93ca562453f65b8d,Melquizael Costa,Morgan Charriere,1,0,4,2,0,0,0,0,Featherweight,"KO/TKO

      

        Kick",1,1:14
UFC Fight Night: Royval vs. Kape,"December 13, 2025",http://www.ufcstats.com/fight-details/47149f3187661509,Kennedy Nzechukwu,Marcus Buchecha,0,0,24,27,0,3,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Royval vs. Kape,"December 13, 2025",http://www.ufcstats.com/fight-details/fc4ab243d21b795d,King Green,Lance Gibson Jr.,0,0,65,30,1,2,0,0,Catch Weight,S-DEC,3,5:00
UFC Fight Night: Royval vs. Kape,"December 13, 2025",http://www.ufcstats.com/fight-details/0fca825e14429c1f,Yaroslav Amosov,Neil Magny,0,0,9,5,1,0,1,0,Welterweight,"SUB

      

        Anaconda Choke",1,3:14
UFC Fight Night: Royval vs. Kape,"December 13, 2025",http://www.ufcstats.com/fight-details/225e93ebed9b71b8,Joanderson Brito,Isaac Thomson,0,0,33,21,8,4,2,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Royval vs. Kape,"December 13, 2025",http://www.ufcstats.com/fight-details/a2523a8565fe4361,Steven Asplund,Sean Sharaf,0,0,170,66,0,0,0,0,Heavyweight,"KO/TKO

      

        Punches",2,3:49
UFC Fight Night: Royval vs. Kape,"December 13, 2025",http://www.ufcstats.com/fight-details/ceb5b0f1f6daddf6,Luana Santos,Melissa Croden,0,0,12,22,3,0,1,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Royval vs. Kape,"December 13, 2025",http://www.ufcstats.com/fight-details/ac56a1052c4c8f63,Guilherme Pat,Allen Frye Jr.,0,0,64,33,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Royval vs. Kape,"December 13, 2025",http://www.ufcstats.com/fight-details/71170fb7ade3e1f4,Jamey-Lyn Horth,Tereza Bleda,0,0,16,2,0,0,0,0,Women's Flyweight,"KO/TKO

      

        Punches",1,2:05
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/856f6ee049373843,Islam Makhachev,Jack Della Maddalena,0,0,30,18,4,0,0,0,Welterweight,U-DEC,5,5:00
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/7606f6b6c19f2d73,Valentina Shevchenko,Zhang Weili,0,0,41,32,5,0,0,0,Women's Flyweight,U-DEC,5,5:00
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/477af74ea3cbba8b,Michael Morales,Sean Brady,1,0,24,8,0,0,0,0,Welterweight,"KO/TKO

      

        Punches",1,3:27
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/3c60884853766487,Carlos Prates,Leon Edwards,1,0,21,12,0,2,0,0,Welterweight,"KO/TKO

      

        Punch",2,1:28
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/9b5f190cd3f5ce16,Benoit Saint Denis,Beneil Dariush,1,0,3,3,0,0,0,0,Lightweight,"KO/TKO

      

        Punch",1,0:16
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/292b83afa418635f,Bo Nickal,Rodolfo Vieira,1,0,77,24,2,0,1,0,Middleweight,"KO/TKO

      

        Kick",3,2:24
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/ebb012c5f3fd0cbb,Gregory Rodrigues,Roman Kopylov,0,0,90,52,0,2,1,0,Middleweight,U-DEC,3,5:00
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/909cd8633507a0c8,Erin Blanchfield,Tracy Cortez,0,0,52,46,2,1,1,0,Women's Flyweight,"SUB

      

        Rear Naked Choke",2,4:44
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/e313286b307334a7,Ethyn Ewing,Malcolm Wellmaker,0,0,85,77,3,0,0,0,Featherweight,U-DEC,3,5:00
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/9bbdc2a2ab334541,Kyle Daukaus,Gerald Meerschaert,1,0,8,0,0,0,1,0,Middleweight,"SUB

      

        D'Arce Choke",1,0:50
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/e3cbd663732f4a98,Pat Sabatini,Chepe Mariscal,0,0,12,7,7,0,0,0,Featherweight,U-DEC,3,5:00
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/6c2c6a6e3f4d04db,Fatima Kline,Angela Hill,0,0,115,56,4,0,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/c037cf1f7b429d5e,Baisangur Susurkaev,Eric McConico,1,0,53,53,2,0,0,0,Middleweight,"KO/TKO

      

        Punch",3,1:38
UFC 322: Della Maddalena vs. Makhachev,"November 15, 2025",http://www.ufcstats.com/fight-details/1a5378e32e8519ef,Matheus Camilo,Viacheslav Borshchev,0,0,39,65,5,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",http://www.ufcstats.com/fight-details/8d740c844353ae0e,Sean Strickland,Anthony Hernandez,1,0,110,55,0,0,0,0,Middleweight,"KO/TKO

      

        Punches",3,2:23
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",http://www.ufcstats.com/fight-details/dd12bf51c5ed7f1e,Uros Medic,Geoff Neal,1,0,10,3,0,0,0,0,Welterweight,"KO/TKO

      

        Punch",1,1:19
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",http://www.ufcstats.com/fight-details/dc6f6c8228390ebb,Melquizael Costa,Dan Ige,1,0,19,7,1,1,0,0,Featherweight,"KO/TKO

      

        Spinning Back Kick",1,4:56
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",http://www.ufcstats.com/fight-details/04b7bcc0e8488604,Serghei Spivac,Ante Delija,0,0,67,61,1,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",http://www.ufcstats.com/fight-details/54437b8dba3a6110,Jacobe Smith,Josiah Harrell,0,0,33,7,2,0,0,0,Welterweight,"KO/TKO

      

        Punches",1,3:01
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",http://www.ufcstats.com/fight-details/372d1dee0db8dbee,Michel Pereira,Zach Reese,0,0,63,74,2,1,0,1,Middleweight,S-DEC,3,5:00
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",http://www.ufcstats.com/fight-details/202d3277e569ad03,Carlos Leal,Chidi Njokuani,0,0,115,120,0,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",http://www.ufcstats.com/fight-details/7ffdaa44fc8d111b,Ode Osbourne,Alibi Idiris,0,0,32,30,0,5,0,0,Flyweight,Overturned,3,5:00
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",http://www.ufcstats.com/fight-details/ac39c1f00ae31e58,Alden Coria,Luis Gurule,0,0,79,50,1,1,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",http://www.ufcstats.com/fight-details/fd56a469e4589ebc,Joselyne Edwards,Nora Cornolle,0,0,19,20,2,0,1,0,Women's Bantamweight,"SUB

      

        Rear Naked Choke",2,2:44
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",http://www.ufcstats.com/fight-details/8f9896e60047007f,Punahele Soriano,Ramiz Brahimaj,0,0,40,38,3,3,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",http://www.ufcstats.com/fight-details/508e622130b0a84d,Jean-Paul Lebosnoyani,Phil Rowe,0,0,66,54,3,0,2,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",http://www.ufcstats.com/fight-details/5b97f47cdd355cbe,Jordan Leavitt,Yadier del Valle,0,0,17,13,4,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",http://www.ufcstats.com/fight-details/6e78d874097a3d22,Carli Judice,Juliana Miller,0,0,79,36,0,2,0,1,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/4e224ebb6394611d,Gabriel Bonfim,Randy Brown,1,0,35,33,0,0,0,0,Welterweight,"KO/TKO

      

        Knee",2,1:40
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/f7e9bd2d6f81aeae,Joseph Morales,Matt Schnell,0,0,5,4,0,1,1,0,Flyweight,"SUB

      

        Guillotine Choke",1,2:54
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/b23fa678cc65cf5b,Uros Medic,Muslim Salikhov,1,0,8,2,0,0,0,0,Welterweight,"KO/TKO

      

        Punch",1,1:03
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/20971ed9a842b0cb,Chris Padilla,Ismael Bonfim,0,0,64,42,0,1,0,0,Lightweight,"KO/TKO

      

        Punches",2,4:30
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/ac4343150638b635,Christian Leroy Duncan,Marco Tulio,1,0,23,27,1,2,0,0,Middleweight,"KO/TKO

      

        Punch",2,3:20
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/e3d657dd88864ba7,Jamall Emmers,Hyder Amil,0,0,50,47,7,0,1,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/c6d56aad93f98249,Raoni Barcelos,Ricky Simon,0,0,82,67,1,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/80eae31bc0a94a65,Jacqueline Cavalcanti,Mayra Bueno Silva,0,0,80,39,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/87dcb3eab20f6ac1,Josh Hokit,Max Gimenis,2,0,9,3,0,0,0,0,Heavyweight,"KO/TKO

      

        Punches",1,0:56
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/9126633d921afb57,Denise Gomes,Tecia Pennington,0,0,53,58,3,1,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/238c274c90587e21,Daniel Marcos,Miles Johns,0,0,27,28,3,0,1,0,Bantamweight,"SUB

      

        Rear Naked Choke",2,4:23
UFC Fight Night: Bonfim vs. Brown,"November 08, 2025",http://www.ufcstats.com/fight-details/84b66bf7fba2d59d,Zach Reese,Jackson McVey,0,0,32,56,3,0,1,0,Catch Weight,"SUB

      

        Rear Naked Choke",2,1:38
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/5f5b626e67529056,Arman Tsarukyan,Dan Hooker,0,0,42,10,2,0,1,2,Lightweight,"SUB

      

        Arm Triangle",2,3:34
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/b2218930b982d9b6,Ian Machado Garry,Belal Muhammad,0,0,72,56,0,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/870d374f8d9af65a,Volkan Oezdemir,Alonzo Menifield,1,0,13,2,0,0,0,0,Light Heavyweight,"KO/TKO

      

        Punches",1,1:27
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/8ed609d80e135d94,Myktybek Orolbai,Jack Hermansson,1,0,15,19,0,0,0,0,Welterweight,"KO/TKO

      

        Punch",1,2:46
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/e8307c7686c42d8c,Waldo Cortes Acosta,Shamil Gaziev,2,0,10,6,0,0,0,0,Heavyweight,"KO/TKO

      

        Punch",1,1:22
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/00ee51bba08b7a08,Kyoji Horiguchi,Tagir Ulanbekov,2,0,49,6,0,1,1,1,Flyweight,"SUB

      

        Rear Naked Choke",3,2:18
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/5e6a74db89f5410c,Luke Riley,Bogdan Grad,1,0,14,7,0,4,0,0,Featherweight,"KO/TKO

      

        Punches",2,0:30
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/c49485cedb878cf0,Nicolas Dalby,Saygid Izagakhmaev,0,0,26,20,0,4,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/443f30a4a856584a,Asu Almabayev,Alex Perez,0,0,36,40,2,3,1,0,Flyweight,"SUB

      

        Guillotine Choke",3,0:22
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/f5564a9eeebd4ea0,Abdul Rakhman Yakhyaev,Rafael Cerqueira,1,0,6,0,1,0,1,0,Light Heavyweight,"SUB

      

        Rear Naked Choke",1,0:33
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/6f0231915cc28507,Aleksandre Topuria,Bekzat Almakhan,0,0,47,39,2,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/335064c3380e2f10,Ismail Naurdiev,Ryan Loder,1,0,3,1,0,0,0,0,Middleweight,"KO/TKO

      

        Punch",1,1:26
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/46f81d5ecd974c1c,Nurullo Aliev,Shem Rock,0,0,51,44,1,1,1,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Tsarukyan vs. Hooker,"November 22, 2025",http://www.ufcstats.com/fight-details/9027e156c6f1988a,Denzel Freeman,Marek Bujlo,0,0,49,31,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/6390c8e74630473e,Tom Aspinall,Ciryl Gane,0,0,27,30,0,0,0,0,Heavyweight,CNC,1,4:35
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/7d3da3c4153717de,Mackenzie Dern,Virna Jandiroba,0,0,118,106,2,9,0,0,Women's Strawweight,U-DEC,5,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/e69f9b4b9cae12a4,Umar Nurmagomedov,Mario Bautista,0,1,32,20,11,0,0,1,Bantamweight,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/b42a3386a7dccb3d,Alexander Volkov,Jailton Almeida,0,0,24,9,0,7,0,0,Heavyweight,S-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/ef12d2aaaadaf6d0,Azamat Murzakanov,Aleksandar Rakic,1,0,3,9,0,0,0,0,Light Heavyweight,"KO/TKO

      

        Punch",1,3:11
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/cb902d73389ed34b,Quillan Salkilld,Nasrat Haqparast,1,0,14,10,0,0,0,0,Lightweight,"KO/TKO

      

        Kick",1,2:30
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/0230a9dd2739add4,Ikram Aliskerov,JunYong Park,0,0,91,78,5,0,0,0,Middleweight,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/e9c034cec33b3479,Ludovit Klein,Mateusz Rebecki,0,0,82,72,0,3,0,0,Lightweight,M-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/f2c2a49fed32bd75,Valter Walker,Louie Sutherland,0,0,5,3,1,0,1,0,Heavyweight,"SUB

      

        Heel Hook",1,1:24
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/bd7394f07247d9ca,Nathaniel Wood,Jose Delgado,1,1,99,134,2,0,0,0,Featherweight,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/3fdb4c4b39218cf4,Hamdy Abdelwahab,Chris Barnett,0,0,99,18,9,0,0,0,Heavyweight,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/22dd728012944f0a,Mitch Raposo,Azat Maksum,0,0,30,19,0,7,0,0,Flyweight,U-DEC,3,5:00
UFC 321: Aspinall vs. Gane,"October 25, 2025",http://www.ufcstats.com/fight-details/ef1519c8c1d20977,Mizuki,Jaqueline Amorim,1,0,62,26,2,2,0,1,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/747d922b329b7f30,Steve Garcia,David Onama,1,0,33,2,0,0,0,0,Featherweight,"KO/TKO

      

        Punches",1,3:34
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/9d9390b550d77e06,Waldo Cortes Acosta,Ante Delija,1,0,12,16,0,0,0,0,Heavyweight,"KO/TKO

      

        Punch",1,3:59
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/b0f68344e01884ff,Jeremiah Wells,Themba Gorimbo,0,0,32,18,3,6,3,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/767b78b67c7da17c,Yadier del Valle,Isaac Dulgarian,0,0,1,0,0,0,3,0,Featherweight,"SUB

      

        Rear Naked Choke",1,3:41
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/71c8ca7442bcb757,Charles Radtke,Daniel Frunza,0,0,31,6,3,0,2,0,Welterweight,"SUB

      

        Rear Naked Choke",3,4:29
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/f41c2c82d5117230,Allan Nascimento,Cody Durden,0,0,52,57,0,1,1,0,Catch Weight,"SUB

      

        Anaconda Choke",2,3:13
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/f063bcccbbb9edc5,Billy Elekana,Kevin Christian,1,0,17,14,0,0,1,0,Light Heavyweight,"SUB

      

        Rear Naked Choke",1,3:33
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/58f6248da3cdf3ce,Timmy Cuamba,ChangHo Lee,0,0,23,15,2,3,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Garcia vs. Onama,"November 01, 2025",http://www.ufcstats.com/fight-details/c245be6698c1e378,Donte Johnson,Sedriques Dumas,0,0,10,5,3,1,1,0,Middleweight,"SUB

      

        Guillotine Choke",2,1:25
